32,964
38,969
44,967
50,968
55,972
60,973
66,970
71,971
77,975
82,975
89,972
94,975
100,978
105,977
111,975
116,977
122,979
130,979
139,978
148,981
157,980
167,980
177,980
186,980
195,980
204,981
214,982
223,982
233,982
242,982
251,983
261,983
270,983
279,983
288,983
299,983
308,983
317,982
326,982
335,982
345,982
354,982
364,982
373,982
382,981
392,981
401,981
410,981
419,980
430,979
439,979
448,978
457,978
466,977
476,976
485,975
495,974
504,974
514,973
523,973
532,973
541,970
550,970
560,968
570,968
579,967
588,965
598,964
607,962
616,961
625,961
635,960
645,959
654,955
663,954
672,953
681,952
691,951
701,947
710,947
719,944
729,944
738,943
747,943
756,942
766,940
776,939
785,940
794,940
803,940
813,936
822,936
832,937
841,938
850,939
860,940
869,941
878,941
887,942
898,944
907,946
916,948
925,948
934,950
944,952
953,954
963,956
972,955
982,957
991,958
1000,960
1010,957
1020,958
1032,961
1042,962
1052,968
1062,973
1073,977
1083,977
1094,975
1104,971
1115,968
1125,968
1135,969
1145,973
1156,977
1167,981
1177,984
1187,984
1198,982
1208,980
1218,976
1229,976
1240,976
1250,978
1260,981
1270,985
1281,987
1291,986
1302,985
1312,983
1323,979
1333,978
1343,978
1353,980
1364,982
1375,985
1385,987
1395,987
1405,985
1416,983
1427,979
1437,976
1447,976
1458,976
1468,979
1478,982
1488,984
1500,984
1510,982
1520,978
1530,974
1541,969
1551,967
1562,968
1572,970
1583,973
1593,977
1603,977
1613,974
1624,970
1635,965
1645,959
1655,953
1666,952
1676,954
1686,958
1697,962
1708,965
1718,963
1728,958
1738,951
1748,944
1760,938
1770,935
1780,937
1790,942
1801,946
1811,950
1821,951
1832,947
1843,940
1853,935
1863,930
1873,926
1884,929
1895,936
1905,942
1915,948
1926,953
1936,951
1946,946
1956,943
1968,939
1978,938
1988,942
1998,948
2009,955
2019,961
2030,966
2040,966
2051,963
2061,959
2071,956
2081,956
2093,959
2103,963
2113,969
2123,975
2134,978
2144,978
2154,976
2165,973
2176,970
2186,969
2196,971
2206,974
2216,978
2228,982
2238,984
2248,984
2258,983
2269,980
2279,977
2289,976
2300,977
2311,979
2321,982
2331,985
2341,987
2352,987
2363,985
2373,983
2383,979
2394,978
2404,978
2414,979
2425,982
2436,985
2446,986
2456,986
2466,984
2477,982
2487,978
2498,975
2508,975
2519,976
2529,978
2539,981
2549,983
2561,983
2571,981
2581,977
2591,973
2601,968
2612,966
2622,966
2633,968
2643,972
2654,975
2664,975
2674,973
2684,968
2696,963
2706,957
2716,951
2726,951
2737,953
2747,957
2758,960
2768,963
2779,960
2789,955
2799,948
2809,942
2820,936
2831,932
2841,935
2851,940
2862,944
2872,949
2882,950
2893,946
2904,940
2914,934
2924,929
2934,926
2945,930
2955,937
2966,943
2976,949
2987,954
2997,953
3007,948
3017,945
3028,941
3039,940
3049,944
3059,950
3069,957
3080,963
3091,968
3101,968
3111,965
3122,961
3132,958
3142,958
3152,961
3164,965
3174,970
3184,976
3194,979
3205,979
3215,977
3226,974
3236,970
3247,970
3257,971
3267,974
3277,978
3288,982
3299,984
3309,984
3319,983
3330,980
3340,977
3350,976
3361,977
3372,979
3382,982
3392,985
3402,987
3412,986
3424,985
3434,982
3444,979
3454,978
3465,978
3475,979
3485,982
3496,985
3507,986
3517,986
3527,984
3537,981
3548,977
3559,974
3569,974
3579,975
3590,977
3600,981
3610,983
3620,982
3632,980
3642,977
3652,972
3662,967
3673,964
3683,964
3694,967
3704,970
3715,973
3725,974
3735,971
3745,967
3757,961
3767,955
3777,949
3787,948
3798,950
3808,954
3818,957
3829,960
3840,958
3850,953
3860,946
3870,940
3880,934
3892,930
3902,933
3912,938
3922,943
3933,947
3943,949
3953,946
3964,939
3975,934
3985,929
3995,926
4005,930
4016,937
4027,944
4037,951
4047,956
4058,954
4068,950
4078,946
4089,943
4100,943
4110,946
4120,952
4130,959
4141,966
4151,970
4162,969
4172,967
4183,963
4193,960
4203,960
4213,963
4225,967
4235,972
4245,977
4255,980
4265,980
4276,978
4286,975
4297,971
4307,971
4318,972
4328,975
4338,979
4348,983
4360,985
4370,985
4380,983
4390,981
4401,977
4411,977
4422,977
4432,979
4443,982
4453,986
4463,987
4473,987
4484,985
4495,982
4505,979
4515,977
4526,978
4536,979
4546,981
4557,985
4568,986
4578,986
4588,984
4598,981
4609,977
4619,974
4630,973
4640,974
4651,976
4661,980
4671,982
4681,981
4692,979
4703,975
4713,970
4723,965
4733,962
4744,963
4755,965
4765,969
4775,972
4786,972
4796,970
4806,965
4816,959
4828,953
4838,947
4848,945
4858,947
4869,952
4879,955
4890,958
4900,957
4911,951
4921,944
4931,938
4941,932
4952,928
4963,931
4973,937
4983,942
4994,947
5004,949
5014,945
5025,939
5036,934
5046,930
5056,928
5066,932
5076,939
5088,946
5098,953
5108,957
5118,956
5129,952
5139,948
5149,945
5160,945
5171,949
5181,955
5191,962
5201,968
5212,972
5223,971
5233,968
5243,965
5254,962
5264,962
5274,964
5284,968
5296,973
5306,979
5316,981
5326,980
5337,979
5347,976
5358,972
5368,972
5379,974
5389,976
5399,980
5409,984
5421,986
5431,985
5441,984
5451,981
5462,978
5472,977
5482,978
5493,980
5504,982
5514,985
5524,987
5534,986
5544,985
5556,982
5566,979
5576,977
5586,977
5597,978
5607,981
5617,984
5628,985
5639,985
5649,983
5659,980
5669,976
5680,972
5691,971
5701,972
5711,975
5722,978
5732,980
5742,980
5753,978
5764,974
5774,969
5784,963
5794,960
5805,960
5815,963
5826,967
5836,970
5847,971
5857,968
5867,963
5877,957
5889,950
5899,944
5909,943
5919,945
5929,949
5940,953
5950,956
5961,955
5971,950
5982,942
5992,936
6002,930
6012,927
6024,931
6034,937
6044,942
6054,947
6065,950
6075,946
6086,940
6096,936
6107,932
6117,930
6127,935
6137,942
6148,948
6159,955
6169,959
6179,958
6190,954
6200,951
6210,948
6221,948
6232,951
