21,377
27,473
32,571
38,668
44,765
49,861
55,958
60,969
66,970
71,969
77,972
82,974
89,973
94,973
100,975
105,976
110,975
116,975
121,978
129,978
138,978
147,978
156,980
166,980
176,980
185,980
194,981
203,982
212,981
222,981
232,981
241,982
250,982
260,982
269,982
278,982
287,982
297,982
307,982
316,983
325,982
334,983
344,982
353,983
363,983
372,982
381,982
391,981
400,981
409,981
418,980
429,980
438,979
447,979
456,979
465,978
475,978
484,977
493,977
503,976
513,976
522,975
531,973
540,973
549,971
559,971
569,970
578,969
587,969
596,966
606,965
615,964
624,963
634,963
644,960
653,959
662,957
671,956
680,956
690,954
700,953
709,950
718,949
728,948
737,947
746,947
755,943
765,942
775,941
784,941
793,941
802,939
812,940
821,938
831,938
840,939
849,940
859,940
868,939
877,940
886,941
897,943
906,944
915,943
924,945
933,945
943,947
952,949
962,949
971,951
980,951
990,953
999,955
1008,957
1018,958
1030,958
1040,961
1050,963
1060,967
1071,968
1081,969
1091,970
1102,969
1113,970
1123,972
1133,973
1143,974
1154,974
1165,975
1175,976
1185,976
1196,977
1206,978
1216,979
1227,980
1238,980
1248,980
1258,981
1268,981
1278,981
1289,982
1300,982
1310,982
1320,982
1331,983
1341,983
1351,983
1362,983
1373,983
1383,983
1393,983
1403,983
1414,982
1424,982
1435,982
1445,981
1456,981
1466,981
1476,980
1486,980
1498,980
1508,979
1518,979
1528,978
1539,977
1549,975
1560,975
1570,974
1581,974
1591,973
1601,972
1611,971
1622,970
1633,969
1643,968
1653,966
1664,964
1674,963
1684,962
1695,961
1705,959
1716,958
1726,956
1736,955
1746,953
1757,951
1768,948
1778,947
1788,946
1799,945
1809,944
1819,943
1830,942
1841,941
1851,940
1861,939
1871,939
1882,938
1893,938
1903,938
1913,938
1924,939
1934,940
1944,941
1954,942
1966,943
1976,945
1986,946
1996,947
2007,948
2017,950
2028,952
2038,953
2049,955
2059,957
2069,958
2079,961
2089,962
2101,963
2111,964
2121,965
2131,966
2142,968
2152,969
2163,971
2173,972
2184,973
2194,974
2204,975
2214,975
2226,976
2236,977
2246,977
2256,978
2267,979
2277,979
2287,980
2298,980
2309,981
2319,981
2329,981
2339,981
2350,982
2361,982
2371,982
2381,982
2392,982
2402,982
2412,982
2422,982
2434,982
2444,982
2454,982
2464,982
2475,982
2485,982
2496,981
2506,981
2516,980
2527,980
2537,980
2547,979
2558,979
2569,978
2579,978
2589,977
2599,976
2610,975
2620,974
2631,973
2641,973
2652,972
2662,971
2672,970
2682,969
2694,968
2704,966
2714,964
2724,962
2735,961
2745,960
2755,959
2766,957
2777,956
2787,954
2797,952
2807,951
2818,949
2829,946
2839,944
2849,944
2860,943
2870,942
2880,941
2891,940
2902,939
2912,939
2922,938
2932,938
2942,938
2953,938
2964,938
2974,939
2984,940
2995,941
3005,942
3015,943
3026,945
3037,947
3047,948
3057,949
3067,951
3078,952
3088,954
3099,956
3109,957
3120,959
3130,961
3140,963
3150,964
3162,965
3172,966
3182,967
3192,969
3203,970
3213,971
3224,972
3234,974
3245,975
3255,976
3265,976
3275,976
3286,977
3297,977
3307,978
3317,979
3328,979
3338,980
3348,980
3359,981
3369,981
3380,981
3390,981
3400,982
3410,982
3421,982
3432,982
3442,982
3452,982
3463,982
3473,982
3483,982
3494,982
3505,982
3515,982
3525,982
3535,982
3546,981
3557,981
3567,980
3577,980
3588,979
3598,979
3608,979
3618,978
3630,978
3640,977
3650,976
3660,975
3671,973
3681,972
3692,972
3702,971
3713,970
3723,969
3733,968
3743,967
3753,966
3765,965
3775,962
3785,960
3795,959
3806,958
3816,957
3827,955
3837,954
3848,952
3858,950
3868,949
3878,947
3890,944
3900,943
3910,942
3920,941
3931,940
3941,939
3951,939
3962,938
3973,938
3983,938
3993,938
4003,938
4014,938
4025,939
4035,940
4045,941
4056,942
4066,944
4076,945
4086,947
4098,949
4108,950
4118,951
4128,952
4139,954
4149,956
4160,957
4170,959
4180,961
4191,962
4201,964
4211,966
4222,967
4233,967
4243,969
4253,970
4263,971
4274,972
4284,973
4295,975
4305,976
4316,976
4326,977
4336,977
4346,977
4358,978
4368,979
4378,979
4388,980
4399,980
4409,981
4419,981
4430,981
4441,981
4451,981
4461,982
4471,982
4482,982
4493,982
4503,982
4513,982
4524,982
4534,982
4544,982
4555,982
4566,982
4576,982
4586,982
4596,981
4606,981
4617,980
4628,979
4638,979
4648,978
4659,978
4669,978
4679,977
4690,976
4701,976
4711,975
4721,973
4731,972
4742,971
4752,970
4763,969
4773,968
4784,967
4794,966
4804,965
4814,964
4826,962
4836,960
4846,958
4856,957
4867,956
4877,954
4888,953
4898,951
4909,950
4919,949
